1	Abu'l-.Ḥasan-‘Alí	Abu’l-.Ḥasan-‘Alí
9	Abu'l-‘Abbás	Abu’l-‘Abbás
1	Abu'l-Ḥasan	Abu’l-Ḥasan
1	Abu-'Abdi'llah	Abú-'Abdi'llah
1	Abu-'Afak	Abú-'Afak
8	Abu-'Amir	Abú-'Amir
1	Abu-'As	Abú-'As
2	Abu-'Ikrimah	Abú-'Ikrimah
19	Abu-'Ubaydah	Abú-'Ubaydah
15	Abu-Sa'id	Abu-Sa‘íd
1	Abu-Sa'id's	Abu-Sa‘íd's
2	Abu-‘Abdu’lláh	Abú-‘Abdu’lláh
11	Abu-‘Alí	Abú-‘Alí
10	Abu’l	Abul
1	Abu’l Gasim	Abu’l-Qásim
1	Abu’l'-Ḥasan	Abul'-Ḥasan
1	Abu’l'i-Qasim	Abul'i-Qasim
1	Abu’l-Faḍl	Abl Faḍl
2	Abu’l-Faḍl	Abul
1	Abu’l-Faḍl's	Abul
2	Abu’l-Faḍle	Abul Faḍle
2	Abu’l-Qásim	Abul
1	Abu’l_Faḍl	Abu’l_Fadl
1	Abú'l-Ḥasan	Abu’l-Ḥasan
228	Abú’l-Qásim	Abu’l-Qásim
1	Abú’l-Qásim	Muḥájír
1	Abú’l-Qásim Kás_háni	Abu’l-Qásim Kás_hání
1	Abú’l-Qásim \lK_hán	Abu’l-Qásim K_hán
1	Abú’l-Qásim's	Abu’l-Qásim's
1	Abú’l-Qásim-i-Bayed	Abu’l-Qásim-i-Bayed
1	Abú’l-Qásim-i-Farahani	Abu’l-Qásim-i-Farahani
1	Abú’l-Qásim-i-Hamadam	Abu’l-Qásim-i-Hamadam
8	Abú’l-Qásim-i-Hamadani	Abu’l-Qásim-i-Hamadani
1	Abú’l-Qásim-i-Hamandini	Abu’l-Qásim-i-Hamandini
2	Abú’l-Qásim-i-Iṣfahání	Abu’l-Qásim-i-Iṣfahání
1	Abú’l-Qásim-i-K_hurasání	Abu’l-Qásim-i-K_hurasání
1	Abú’l-Qásim-i-Kashi	Abu’l-Qásim-i-Kashí
1	Abú’l-Qásim-i-Kashi Abú’l-Qásim-i-Ká_sh_í	Abu’l-Qásim-i-Kashí Abu’l-Qásim-i-Ká_sh_í
2	Abú’l-Qásim-i-Khammar	Abu’l-Qásim-i-Khammar
1	Abú’l-Qásim-i-Kás_háni	Abu’l-Qásim-i-Kás_hání
1	Abú’l-Qásim-i-Marnani	Abu’l-Qásim-i-Marnani
1	Abú’l-Qásim-i-Marnuni	Abu’l-Qásim-i-Marnuni
1	Abú’l-Qásim-i-Nazir	Abu’l-Qásim-i-Nazir
4	Abú’l-Qásim-i-S_hírází	Abu’l-Qásim-i-S_hírází
2	Abú’l-Qásim-i-Sulṭán	Abu’l-Qásim-i-Sulṭán
2	Abú’l-Qásim-i-Zanjani	Abu’l-Qásim-i-Zanjani
1	Abú’l-Qásim?'	Abu’l-Qásim?'
1	Ad_hirbáyján-Tabriz	Ad_hirbáyján-Tabríz
1	Al-Bayánu'l-'Arabi	Al-Bayanu'l-'Arabi
2	Aliy-i-Afnán	‘Alíy-i-Afnán
1	Aliy-i-Bastami	‘Alíy-i-Bastamí
2	Aliy-i-Kirmanshahi	‘Alíy-i-Kirmáns_háhí
1	Aliy-i-Las Furush	‘Alíy-i-Lás-Furús_h
1	Aliy-i-Las-Furush.[1]He	‘Alíy-i-Lás-Furús_h.[1]He
1	Aliy-i-Nuri	‘Alíy-i-Núrí
1	Aliy-i-Razi	‘Alíy-i-Razi
5	Aliy-i-Sayyah	‘Alíy-i-Sayyah
1	Aliy-i-Sayyah, Muḥammad-Baqir-i-Qahvih-chi	‘Alíy-i-Sayyah, Muḥammad-Báqir-i-Qahvih-chi
2	Aliy-i-Tabrizi	‘Alíy-i-Tabrízí
2	Aliy-i-Yazdí	‘Alíy-i-Yazdí
2	Alláh-u Abhá	Alláh-u-Abhá
2	Alláh-u'Abhá	Alláh-u-Abhá
1	Alláh-ul-Mustaghath'	Alláh-ul-Mustag_hát_h'
1	Alláha	Allaha
23	Alláhabad	Allahabad
6	Alláho Abhá	Alláh-u-Abhá
1	Alláho Abhá!'	Alláh-u-Abhá!'
1	Alláho'	Allaho'
5	Alláho’Abhá	Alláh-u-Abhá
9	Alláhu	Allahu
2	Alláhu Abhá	Alláh-u-Abhá
1	Alláhu abha.[F1]"'	Alláh-u-Abhá.[F1]"'
1	Alláhu'l-Mustaghath?'	Allahu'l-Mustag_hát_h?'
1	Alláhumma	Allahumma
88	Alláh–u–Abhá	Alláh-u-Abhá
1	Alláh–u–Abhá".'	Alláh-u-Abhá".'
2	Alláh–u–Abhá'	Alláh-u-Abhá'
1	Alláh–u–Abhá, Alláh–u–Abhá, Alláh–u–Abhá	Alláh-u-Abhá, Alláh-u-Abhá, Alláh-u-Abhá
1	Alláh–u–Abhá,"which	Alláh-u-Abhá,"which
1	Alláh–u–Abhá.--How	Alláh-u-Abhá.--How
3	Aminu'd-Dawla	Aminu'd-Dawlih
1	Asadu’lláh-i-Kás_háni	Asadu’lláh-i-Kás_hání
2	Asadu’lláh-i-Ras_hti	Asadu’lláh-i-Ras_htí
5	Asafu'd-Dawla	Asafu'd-Dawlih
2	Asma	Asmá’
18	Asma'	Asmá’
1	Asma'u'l-Husna	Asmá’'u'l-Husna
2	Asma,'	Asmá’,'
2	Asmá	Asmá’
1	Asmá'	Asmá’
1	Asmá'u'l-.Husná	Asmá’'u'l-.Husná
1	Avicenna--Abu-‘Alí	Avicenna--Abú-‘Alí
53	Azali	Azalí
1	Azali's	Azalí's
1	Azali, Isma'il-i-Sabbagh	Azalí, Ismá’íl-i-Sabbagh
1	Azalies	Azalíes
1	Azalil	Azalíl
2	Azamat	‘Aẓamat
1	Aḥmad-i-Ibdal-i-Maraghi'i_	Aḥmad-i-Ibdal-i-Marág_hi'í_
2	Aḥmad-i-Kirmani	Aḥmad-i-Kirmání
4	Aḥmad-i-Kás_háni	Aḥmad-i-Kás_hání
1	Aḥmadu'd-Din	Aḥmadu'd-Dín
1	Aḥvál-i-\lShumá	Aḥvál-i-S_humá
6	BAGHDAD	BAG_HDÁD
16	BAHJI	BAHJÍ
2	BAHÁ’U’LLÁHS	BAHAULLAHS
1	BAHÁ’U’LLÁHS	BAHÁ'U'LLAHS
1	BAHÁ’ÍES	BAHAIES
1	BAHÁ’ÍES	BAHÁ'ÍES
1	BAHÁ’ÍRAT	BAHÁ'IRAT
1	BAHÁ’ÍSIS	BAHAISIS
1	BAHÁ’ÍSM	BAHAISM
1	BAHÁ’ÍSM--A	BAHAISM--A
3	BAHÁ’ÍST	BAHAIST
1	BAHÁ’ÍSTS	BAHAISTS
1	BAHÁ’ÍYYIH	BAHÁ'IYYIH
4	BANANI	BANÁNÍ
1	BAQIR KASHANI	BÁQIR KÁS_HÁNÍ
4	BAYAN	BAYÁN
4	BEGAN	BÍQÁN
1	BURHANI'D-DIN	BURHANI'D-DÍN
1	BYJALALU’D-DIN	BYJALALU’D-DÍN
51	Ba\lghdád	Bag_hdád
1	Babism-Bahá’ísm	Babism-Bahá'ism
2	Babu'd-Din	Babu'd-Dín
2	Babísm	Bábísm
4	Babísm_	Bábísm_
1	Babíyyih	Bábíyyih
1	Babúya	Bábúya
1	Badi‘s	Badis
3	Badri'd-Din	Badri'd-Dín
4	Badru'd-Din	Badru'd-Dín
1	Badru'd-Din-i-Ghazzi	Badru'd-Dín-i-Ghazzi
1	Badru’d-Din	Badru’d-Dín
77	Bag_hdádí	Bag_hdádi
1	Bag_hdádí.'	Bag_hdádi.'
2	Bag_hdádís	Bag_hdádis
3	Bahjíh	Bahjeh
1	Bahjíh	Behjeh
1	Bahjísu	Bajisu
1	Bahjít	Behjet
3	Bahjítabad	Behjetabad
1	Bahráms	Bahrams
1	Bahá 'Ulláh	Bahá’u’lláh
2	Bahá Ullah	Bahá’u’lláh
6	Bahá'i	Bahá’í
8	Bahá'is	Bahá’ís
6	Bahá'u'd-Dawla	Bahá'u'd-Dawlih
7	Bahá'u'd-Din	Bahá'u'd-Dín
18	Bahá'u'llah	Bahá’u’lláh
2	Bahá'u'llah's	Bahá’u’lláh's
2	Bahá'ullah	Bahá’u’lláh
2	Bahá'ullah's	Bahá’u’lláh's
1	Bahá-ullah	Bahá’u’lláh
1	BaháT'	BahaT'
3	Bahás	Bahas
2	Bahá’Ullah	Bahá’u’lláh
1	Bahá’Ullah--was	Bahá’u’lláh--was
1	Bahá’u’lláhh_	Bahá'u'llahh_
5	Bahá’u’lláhs	Bahá'u'llahs
1	Bahá’u’lláhs	Bahá'u'lláhs
6	Bahá’u’lláhs'	Bahá'u'llahs'
4	Bahá’u’lláhs'	Bahá'u'lláhs'
1	Bahá’u’lláhs's	Bahá'u'llahs's
4	Bahá’u’lláhs_	Bahá'u'llahs_
2	Bahá’u’lláhs_	Bahá'u'lláhs_
1	Bahá’u’lláhsi	Bahá'u'llahsi
1	Bahá’u’lláhst	Bahá'u'llahst
2	Bahá’u’lláhu'l-Abhá	Bahá'u'llahu'l-Abhá
1	Bahá’í--Rahmat	Bahá’í--Raḥmat
1	Bahá’íCenter	Bahá'iCenter
1	Bahá’íEpistemology'	Bahá'íEpistemology'
1	Bahá’íFeast	Bahá'iFeast
1	Bahá’íHistory	Bahá'íHistory
2	Bahá’íMessage	Bahá'iMessage
3	Bahá’íS	Bahá'iS
3	Bahá’íe	Bahaie
1	Bahá’íe	Bahá'ie
9	Bahá’íe	Bahá'íe
2	Bahá’íe_	Bahá'ie_
3	Bahá’íe_	Bahá'íe_
13	Bahá’íes	Bahá'ies
5	Bahá’íes	Bahá'íes
2	Bahá’íi	Bahá'ii
1	Bahá’íl	Bahá'il
1	Bahá’íng	Bahá'ing
1	Bahá’ísister	Bahá'isister
85	Bahá’ísm	Bahaism
70	Bahá’ísm	Bahá'ism
5	Bahá’ísm	Bahá'ísm
6	Bahá’ísm'	Bahaism'
2	Bahá’ísm'	Bahá'ísm'
1	Bahá’ísm' (_Bahá’ísmus_	Bahá'ism' (_Bahá'ismus_
1	Bahá’ísm, Bahá’íst	Bahaism, Bahaist
1	Bahá’ísm--History--20th	Bahaism--History--20th
2	Bahá’ísm_	Bahaism_
2	Bahá’ísme_	Bahaisme_
9	Bahá’ísmo	Bahaismo
2	Bahá’ísmus	Bahá'ismus
3	Bahá’ísmus	Bahá'ísmus
2	Bahá’ísmus--Religion	Bahá'ismus--Religion
5	Bahá’ísmus-Monographie	Bahá'ismus-Monographie
2	Bahá’ísm·	Bahá'ism·
21	Bahá’íst	Bahaist
2	Bahá’íst	Bahá'ist
16	Bahá’ísts	Bahaists
3	Bahá’ísts	Bahá'ists
2	Bahá’íte	Bahaite
1	Bahá’íteachings	Bahá'iteachings
2	Bahá’ítes	Bahaites
4	Bahá’ítum	Bahá'itum
2	Bahá’ítum	Bahá'ítum
1	Bahá’ítum._	Bahá'ítum._
3	Bahá’ítum_	Bahá'itum_
1	Bahá’ítum_	Bahá'ítum_
1	Bahá’íu'llah's	Bahá'iu'llah's
1	Bahá’íyouth	Bahá'iyouth
3	Bahá’íyyeh	Bahá'iyyeh
19	Bahá’íyyih	Bahá'iyyih
20	Bahá’íyyih	Bahá'íyyih
1	Banu-Bahjílah	Banu-Bajilah
1	Banu-Sa'idah	Banu-Sa‘ídah
192	Baqir	Báqir
2	Baqir Sabzivari	Báqir Sabzivárí
1	Baqir'	Báqir'
8	Baqir's	Báqir's
1	Baqir-Abad	Báqir-Abad
1	Baqir-i-Majlisi.[4]He	Báqir-i-Majlisi.[4]He
6	Baqir-i-S_hírází	Báqir-i-S_hírází
3	Baqir-i-Tabrizi	Báqir-i-Tabrízí
1	Baqir-i-Tabrizi_	Báqir-i-Tabrízí_
1	Baqir-i-Talib	Báqir-i-Talib
13	Baqir_	Báqir_
19	Bastami	Bastamí
4	Bastami's	Bastamí's
1	Bayánda	Bayanda
1	Bayánic	Bayanic
2	Bayánis	Bayanis
2	Bayániyya	Bayaniyya
2	Bayáns	Bayans
1	Bayáns	Beyens
1	Bayánu'l-'Arabi	Bayanu'l-'Arabi
1	Bibi-Shahr-Banu	Bibi-Shahr-Bánú
3	Burhani'd-Din	Burhani'd-Dín
21	Burujird	Burújird
30	Burujirdi	Burújirdí
1	Burujirdi Tabrizi	Burújirdí Tabrízí
6	Burujirdi's	Burújirdí's
8	Bushru'i	Bus_hrú'í
3	Bushrú'í	Bus_hrú'í
7	Buzurg-i-Nuri	Buzurg-i-Núrí
1	BÁBS	BABS
3	Báb-ed-Din	Báb-ed-Dín
11	Bábs	Babs
4	Bábí-Bahá'i	Bábí-Bahá’í
4	Bábí-Bahá'i_	Bábí-Bahá’í_
1	Báqir-i-Tabíb-i-_S_hírází	Báqir-i-Tabíb-i-_Shírází
1	Bú\lshihr	Bús_hihr
1	CHIMBALÁQÁ	CHIMBALAGA
1	Cause--Rahmat	Cause--Raḥmat
2	Daru'l-'Ilm	Daru'l-‘Ilm
1	Derwaze-i-Mashhad	Derwaze-i-Mas_hhad
8	Diya'u'd-Din	Diya'u'd-Dín
2	Diya'u'l-Ḥájíyyih	Diya'u'l-Hajiyyih
1	Diyau'l-Ḥájíyyih	Diyau'l-Hajiyyih
1	El-Mustagath	El-Mustag_hát_h
2	El-Mustagáth	El-Mustag_hát_h
1	ElAbhá	ElAbha
3	FADIL-I-MAZINDARANI	FAḌIL-I-MÁZINDARÁNÍ
1	FADIL-I-YAZDÍ	FAḌIL-I-YAZDÍ
1	FADIL-i-MAZINDARANI	FAḌIL-i-MÁZINDARÁNÍ
1	FADIL-l-MAZINDARANI	FAḌIL-l-MÁZINDARÁNÍ
1	FILM	F‘ILM
6	FURUTAN	FURÚTAN
4	Fakhru'd-Din	Fakhru'd-Dín
1	Faraju'llah-i-Tafrishi	Faraju'llah-i-Tafrís_hí
1	Farajullah-i-Tafrishi	Farajullah-i-Tafrís_hí
6	Faridi'd-Din-i-'Attar	Faridi'd-Dín-i-'Attar
9	Faridu'd-Din	Faridu'd-Dín
1	Faridu'd-Din-i-'Attar	Faridu'd-Dín-i-'Attar
4	Fayd-i-Kás_háni	Fayd-i-Kás_hání
2	Fayd-i-Kás_háni's	Fayd-i-Kás_hání's
20	Faḍil-i-Mázindaráni	Faḍil-i-Mázindarání
1	Faḍil-i-Mázindaráni--a	Faḍil-i-Mázindarání--a
3	Faḍil-i-Qa'ini	Faḍil-i-Qá'iní
2	Faḍil-i-Ṭihráni	Faḍil-i-Ṭihrání
1	Faḍl-i-Qa'ini	Faḍl-i-Qá'iní
1	Faḍlu'llah-i-Nuri	Faḍlu'llah-i-Núrí
1	Fárábís	Farabis
1	GHAYB-I-BAQA	GHAYB-I-BÁQÁ
4	Ghaziyu'd-Din	Ghaziyu'd-Dín
1	Ghiyathi'd-Din	Ghiyathi'd-Dín
1	Ghiyathu'd-Din	Ghiyathu'd-Dín
1	GÍQÁNGORO	GIKANGORO
1	HADI	HÁDÍ
2	HAFIZ	ḤÁFIẒ
3	HAKIM	ḤAKÍM
1	HAKIMAN	ḤAKÍMAN
2	HAYDAR ‘ALÍ	ḤAYDAR-‘ALÍ
6	HAYDAR-‘ALÍ	ḤAYDAR-‘ALÍ
1	HAZIRA	ḤAẒÍRA
4	HAZIRATU'L-QUDS	ḤAẒÍRATU’L-QUDS
1	HOSSAIN	ḤUSAYN
1	HUSSEIN	ḤUSAYN
2	Habib-i-Maraghi'i	Habib-i-Marág_hi'í
1	HabibAlláh	HabibAllah
1	Hashrim-i-Kás_háni	Hashrim-i-Kás_hání
1	Hayadar-'Aliy-i-Usku'i	Hayadar-‘Alíy-i-Usku'i
1	Haydar ‘Alí	Ḥaydar-‘Alí
4	Hirzu'd-Din	Hirzu'd-Dín
1	Hisamu'd-Dawla	Hisamu'd-Dawlih
1	Hádíy-i-Sabzavari	Hádíy-i-Sabzivárí
1	IBN-I-ABHÁR	IBN-I-ABHAR
1	IMAM	IMÁM
1	IMAMATE	IMÁMATE
4	IMAMS	IMÁMS
1	ISMA'IL	ISMÁ’ÍL
1	ISMA'IL-I-KASHANI	ISMÁ’ÍL-I-KÁS_HÁNÍ
1	IS_HRÁQÁT	ISHRÁQÁT
1	Ibn-i-.Ḥájíb	Ibn-i-.Hájib
78	Ibn-i-Abhár	Ibn-i-Abhar
1	Ibn-i-Abhár's	Ibn-i-Abhar's
1	Ibn-i-Ḥájíb	Ibn-i-Hajib
1	Ibn-i-Ḥájíb	Ibn-i-Hajíb
1	Ibni-Abhár	Ibni-Abhar
3	Ibrahim-i-Abhári	Ibrahim-i-Abhari
1	Ibrahim-i-Kashi	Ibrahim-i-Kashí
1	Ibrahim-i-Kás_háni	Ibrahim-i-Kás_hání
1	Ibrahim-i-Sabzivari	Ibrahim-i-Sabzivárí
1	Ibráhím-i-Abhárí	Ibráhím-i-Abharí
3	Ihtishamu'd-Dawla	Ihtishamu'd-Dawlih
1	Ilaha'l-Mustaghath'	Ilaha'l-Mustag_hát_h'
1	Ilm	‘Ilm
267	Isma'il	Ismá’íl
1	Isma'il'	Ismá’íl'
19	Isma'il's	Ismá’íl's
1	Isma'il--'that	Ismá’íl--'that
1	Isma'il-i-Azghandi	Ismá’íl-i-Azghandi
3	Isma'il-i-Dhabih	Ismá’íl-i-Dhabih
1	Isma'il-i-Kás_háni	Ismá’íl-i-Kás_hání
3	Isma'il-i-Qumi	Ismá’íl-i-Qumi
2	Isma'il-i-Sabbagh-i-Sidihi	Ismá’íl-i-Sabbagh-i-Sidihi
1	Isma'il-i-Safavi	Ismá’íl-i-Safavi
3	Isma'il-i-Vazir	Ismá’íl-i-Vazir
3	Isma'il-i-Zavari'i	Ismá’íl-i-Zavari'i
2	Isma'il-Áqá	Ismá’íl-Áqá
1	Isma'ili-S_hayk_hi	Isma'ili-S_hayk_hí
1	Isma'íl	Ismá’íl
32	Ismail	Ismá’íl
2	Ismail, Turshizi	Ismá’íl, Turs_hízí
1	Ismail.'	Ismá’íl.'
1	Isma‘il	Ismá’íl
5	Isma’il	Ismá’íl
1	Isma’il Khan-i	Ismá’íl K_hán-i
1	Ismá'il	Ismá’íl
1	Ismá'il-i-Vazír	Ismá’íl-i-Vazír
17	Ismá'íl	Ismá’íl
1	Ismá'íl'	Ismá’íl'
1	Ismá‘il	Ismá’íl
6	Ismá‘íl	Ismá’íl
1	Iṣfahání	Esfahani
2	Iṣfahání	Esphahani
5	JALAL	JALÁL
1	JALAL HAKIMAN	JALÁL ḤAKÍMAN
2	JALALIYYIH	JALÁLIYYIH
